order_id,order_date,order_status
25687,2013-12-31 00:00:00.0,CANCELED
22612,2013-12-11 00:00:00.0,PENDING
58790,2013-09-02 00:00:00.0,COMPLETE
4145,2013-08-18 00:00:00.0,COMPLETE
46825,2014-05-11 00:00:00.0,PROCESSING
36881,2014-03-08 00:00:00.0,COMPLETE
35370,2014-02-28 00:00:00.0,PENDING_PAYMENT
68084,2014-02-01 00:00:00.0,ON_HOLD
15737,2013-11-02 00:00:00.0,PENDING_PAYMENT
13828,2013-10-19 00:00:00.0,CLOSED
66733,2014-06-29 00:00:00.0,CLOSED
48652,2014-05-23 00:00:00.0,CLOSED
34959,2014-02-25 00:00:00.0,CLOSED
26177,2014-01-03 00:00:00.0,PENDING
61958,2014-01-03 00:00:00.0,COMPLETE
12864,2013-10-12 00:00:00.0,PENDING
5934,2013-08-30 00:00:00.0,SUSPECTED_FRAUD
2920,2013-08-10 00:00:00.0,COMPLETE
45452,2014-05-03 00:00:00.0,PROCESSING
29665,2014-01-24 00:00:00.0,PROCESSING
23285,2013-12-16 00:00:00.0,PENDING_PAYMENT
19998,2013-11-25 00:00:00.0,PROCESSING
17802,2013-11-12 00:00:00.0,SUSPECTED_FRAUD
15230,2013-10-30 00:00:00.0,PENDING_PAYMENT
9246,2013-09-21 00:00:00.0,PENDING_PAYMENT
1306,2013-08-01 00:00:00.0,PENDING_PAYMENT
54887,2014-07-07 00:00:00.0,PENDING
54718,2014-07-05 00:00:00.0,PENDING_PAYMENT
43450,2014-04-20 00:00:00.0,CANCELED
27402,2014-01-11 00:00:00.0,PROCESSING
8293,2013-09-14 00:00:00.0,PENDING_PAYMENT
43488,2014-04-21 00:00:00.0,PENDING
42223,2014-04-11 00:00:00.0,ON_HOLD
27753,2014-01-12 00:00:00.0,COMPLETE
23994,2013-12-21 00:00:00.0,CLOSED
10467,2013-09-27 00:00:00.0,COMPLETE
55399,2014-07-10 00:00:00.0,ON_HOLD
66819,2014-07-03 00:00:00.0,COMPLETE
28178,2014-01-15 00:00:00.0,COMPLETE
15023,2013-10-28 00:00:00.0,COMPLETE
54418,2014-07-03 00:00:00.0,COMPLETE
45190,2014-05-01 00:00:00.0,PENDING_PAYMENT
37966,2014-03-15 00:00:00.0,PROCESSING
60997,2013-11-26 00:00:00.0,COMPLETE
17010,2013-11-08 00:00:00.0,CLOSED
14226,2013-10-22 00:00:00.0,PENDING_PAYMENT
8990,2013-09-19 00:00:00.0,COMPLETE
4446,2013-08-20 00:00:00.0,PENDING
250,2013-07-26 00:00:00.0,COMPLETE
53152,2014-06-25 00:00:00.0,COMPLETE
46041,2014-05-06 00:00:00.0,PENDING_PAYMENT
39919,2014-03-29 00:00:00.0,COMPLETE
20432,2013-11-28 00:00:00.0,SUSPECTED_FRAUD
60027,2013-10-21 00:00:00.0,PROCESSING
11143,2013-10-02 00:00:00.0,ON_HOLD
8245,2013-09-14 00:00:00.0,PROCESSING
5593,2013-08-28 00:00:00.0,COMPLETE
3868,2013-08-17 00:00:00.0,PENDING
42113,2014-04-10 00:00:00.0,COMPLETE
38569,2014-03-20 00:00:00.0,COMPLETE
16915,2013-11-07 00:00:00.0,PENDING
54760,2014-07-06 00:00:00.0,CLOSED
41260,2014-04-04 00:00:00.0,PENDING
36191,2014-03-04 00:00:00.0,PROCESSING
63422,2014-02-25 00:00:00.0,CLOSED
21332,2013-12-03 00:00:00.0,COMPLETE
20797,2013-11-30 00:00:00.0,PENDING_PAYMENT
15796,2013-11-03 00:00:00.0,COMPLETE
64229,2014-03-29 00:00:00.0,COMPLETE
20931,2013-12-01 00:00:00.0,PENDING
6382,2013-09-03 00:00:00.0,ON_HOLD
55645,2014-07-12 00:00:00.0,CLOSED
41053,2014-04-03 00:00:00.0,COMPLETE
13078,2013-10-13 00:00:00.0,PROCESSING
8514,2013-09-16 00:00:00.0,COMPLETE
57619,2014-07-24 00:00:00.0,COMPLETE
36843,2014-03-08 00:00:00.0,ON_HOLD
23539,2013-12-18 00:00:00.0,PROCESSING
23078,2013-12-15 00:00:00.0,SUSPECTED_FRAUD
9336,2013-09-22 00:00:00.0,COMPLETE
7561,2013-09-09 00:00:00.0,ON_HOLD
2760,2013-08-09 00:00:00.0,COMPLETE
347,2013-07-27 00:00:00.0,COMPLETE
65781,2014-05-26 00:00:00.0,COMPLETE
64004,2014-03-20 00:00:00.0,COMPLETE
62288,2014-01-15 00:00:00.0,COMPLETE
26788,2014-01-07 00:00:00.0,COMPLETE
32233,2014-02-09 00:00:00.0,PENDING
27142,2014-01-09 00:00:00.0,COMPLETE
7871,2013-09-11 00:00:00.0,PENDING_PAYMENT
5746,2013-08-29 00:00:00.0,PROCESSING
48540,2014-05-22 00:00:00.0,PENDING_PAYMENT
48593,2014-05-22 00:00:00.0,COMPLETE
65128,2014-05-02 00:00:00.0,PROCESSING
64532,2014-04-10 00:00:00.0,PENDING_PAYMENT
27026,2014-01-09 00:00:00.0,SUSPECTED_FRAUD
20261,2013-11-28 00:00:00.0,COMPLETE
13751,2013-10-18 00:00:00.0,COMPLETE
7941,2013-09-12 00:00:00.0,PENDING
54160,2014-07-01 00:00:00.0,PENDING
40500,2014-04-01 00:00:00.0,PENDING
19057,2013-11-20 00:00:00.0,COMPLETE
16495,2013-11-05 00:00:00.0,COMPLETE
16036,2013-11-03 00:00:00.0,PENDING
65422,2014-05-11 00:00:00.0,ON_HOLD
43288,2014-04-19 00:00:00.0,PENDING_PAYMENT
8162,2013-09-14 00:00:00.0,COMPLETE
7753,2013-09-10 00:00:00.0,COMPLETE
53894,2014-06-30 00:00:00.0,COMPLETE
50887,2014-06-09 00:00:00.0,PENDING_PAYMENT
45617,2014-05-04 00:00:00.0,COMPLETE
37379,2014-03-12 00:00:00.0,PENDING_PAYMENT
17403,2013-11-10 00:00:00.0,PROCESSING
60303,2013-11-02 00:00:00.0,CLOSED
13193,2013-10-13 00:00:00.0,PROCESSING
58116,2013-08-08 00:00:00.0,PENDING
1735,2013-08-03 00:00:00.0,PAYMENT_REVIEW
51492,2014-06-13 00:00:00.0,CANCELED
31140,2014-02-02 00:00:00.0,PENDING
56600,2014-07-18 00:00:00.0,PENDING
39730,2014-03-27 00:00:00.0,PENDING
35959,2014-03-03 00:00:00.0,PENDING
16871,2013-11-07 00:00:00.0,COMPLETE
15984,2013-11-03 00:00:00.0,COMPLETE
14210,2013-10-22 00:00:00.0,SUSPECTED_FRAUD
14217,2013-10-22 00:00:00.0,PENDING_PAYMENT
10461,2013-09-27 00:00:00.0,COMPLETE
9790,2013-09-24 00:00:00.0,COMPLETE
50848,2014-06-08 00:00:00.0,ON_HOLD
39346,2014-03-25 00:00:00.0,PENDING_PAYMENT
34623,2014-02-23 00:00:00.0,CANCELED
63076,2014-02-12 00:00:00.0,ON_HOLD
60891,2013-11-23 00:00:00.0,COMPLETE
11339,2013-10-03 00:00:00.0,COMPLETE
51205,2014-06-11 00:00:00.0,PENDING_PAYMENT
45551,2014-05-03 00:00:00.0,COMPLETE
32889,2014-02-13 00:00:00.0,COMPLETE
20427,2013-11-28 00:00:00.0,COMPLETE
17757,2013-11-12 00:00:00.0,CLOSED
15848,2013-11-03 00:00:00.0,COMPLETE
16235,2013-11-04 00:00:00.0,COMPLETE
12080,2013-10-06 00:00:00.0,CLOSED
9903,2013-09-25 00:00:00.0,PENDING
1946,2013-08-04 00:00:00.0,PENDING
65764,2014-05-25 00:00:00.0,COMPLETE
48424,2014-05-21 00:00:00.0,COMPLETE
44379,2014-04-26 00:00:00.0,COMPLETE
64851,2014-04-21 00:00:00.0,PENDING_PAYMENT
25665,2013-12-31 00:00:00.0,PENDING_PAYMENT
12923,2013-10-12 00:00:00.0,PROCESSING
2163,2013-08-06 00:00:00.0,COMPLETE
63430,2014-02-25 00:00:00.0,PENDING_PAYMENT
23339,2013-12-16 00:00:00.0,COMPLETE
21939,2013-12-06 00:00:00.0,COMPLETE
18556,2013-11-17 00:00:00.0,CLOSED
55694,2014-07-12 00:00:00.0,ON_HOLD
51528,2014-06-13 00:00:00.0,COMPLETE
33396,2014-02-16 00:00:00.0,PROCESSING
22227,2013-12-08 00:00:00.0,CLOSED
14101,2013-10-21 00:00:00.0,PENDING_PAYMENT
54337,2014-07-03 00:00:00.0,PENDING_PAYMENT
42437,2014-04-12 00:00:00.0,COMPLETE
41381,2014-04-05 00:00:00.0,CANCELED
35939,2014-03-03 00:00:00.0,PROCESSING
62547,2014-01-24 00:00:00.0,PROCESSING
29463,2014-01-22 00:00:00.0,CLOSED
40012,2014-03-30 00:00:00.0,COMPLETE
33368,2014-02-16 00:00:00.0,COMPLETE
62764,2014-01-31 00:00:00.0,CLOSED
28124,2014-01-15 00:00:00.0,PROCESSING
12676,2013-10-11 00:00:00.0,PROCESSING
4394,2013-08-20 00:00:00.0,COMPLETE
67261,2014-07-19 00:00:00.0,PENDING_PAYMENT
50687,2014-06-08 00:00:00.0,PENDING_PAYMENT
41870,2014-04-09 00:00:00.0,PENDING_PAYMENT
32961,2014-02-13 00:00:00.0,COMPLETE
61758,2013-12-25 00:00:00.0,CLOSED
19395,2013-11-22 00:00:00.0,COMPLETE
17764,2013-11-12 00:00:00.0,COMPLETE
14299,2013-10-23 00:00:00.0,COMPLETE
11979,2013-10-06 00:00:00.0,PENDING_PAYMENT
11724,2013-10-05 00:00:00.0,PROCESSING
10642,2013-09-28 00:00:00.0,COMPLETE
5860,2013-08-30 00:00:00.0,CLOSED
1308,2013-08-01 00:00:00.0,PENDING
36211,2014-03-04 00:00:00.0,COMPLETE
14079,2013-10-21 00:00:00.0,COMPLETE
4253,2013-08-19 00:00:00.0,SUSPECTED_FRAUD
59,2013-07-25 00:00:00.0,PENDING_PAYMENT
43437,2014-04-20 00:00:00.0,ON_HOLD
33926,2014-02-19 00:00:00.0,SUSPECTED_FRAUD
22474,2013-12-10 00:00:00.0,COMPLETE
207,2013-07-26 00:00:00.0,COMPLETE
50961,2014-06-09 00:00:00.0,COMPLETE
25965,2014-01-01 00:00:00.0,CLOSED
12157,2013-10-07 00:00:00.0,COMPLETE
3637,2013-08-15 00:00:00.0,COMPLETE
545,2013-07-28 00:00:00.0,COMPLETE
64183,2014-03-28 00:00:00.0,CLOSED
16042,2013-11-03 00:00:00.0,COMPLETE
1676,2013-08-02 00:00:00.0,COMPLETE
20263,2013-11-28 00:00:00.0,PROCESSING
17136,2013-11-09 00:00:00.0,CLOSED
11599,2013-10-04 00:00:00.0,COMPLETE
3092,2013-08-11 00:00:00.0,PENDING_PAYMENT
44124,2014-04-25 00:00:00.0,ON_HOLD
39251,2014-03-24 00:00:00.0,COMPLETE
9057,2013-09-19 00:00:00.0,PROCESSING
58334,2013-08-16 00:00:00.0,PROCESSING
687,2013-07-29 00:00:00.0,PENDING_PAYMENT
44808,2014-04-28 00:00:00.0,PENDING
22455,2013-12-10 00:00:00.0,COMPLETE
66585,2014-06-24 00:00:00.0,PROCESSING
44933,2014-04-29 00:00:00.0,COMPLETE
36182,2014-03-04 00:00:00.0,COMPLETE
31873,2014-02-07 00:00:00.0,PROCESSING
29702,2014-01-24 00:00:00.0,ON_HOLD
29461,2014-01-22 00:00:00.0,PENDING
11331,2013-10-03 00:00:00.0,SUSPECTED_FRAUD
11101,2013-10-01 00:00:00.0,COMPLETE
48837,2014-05-24 00:00:00.0,COMPLETE
46955,2014-05-12 00:00:00.0,COMPLETE
29151,2014-01-21 00:00:00.0,COMPLETE
3281,2013-08-12 00:00:00.0,PENDING_PAYMENT
55298,2014-07-09 00:00:00.0,COMPLETE
51372,2014-06-12 00:00:00.0,COMPLETE
48202,2014-05-20 00:00:00.0,PENDING_PAYMENT
35194,2014-02-27 00:00:00.0,COMPLETE
23930,2013-12-20 00:00:00.0,COMPLETE
13501,2013-10-16 00:00:00.0,PENDING
38153,2014-03-16 00:00:00.0,PAYMENT_REVIEW
61993,2014-01-04 00:00:00.0,PENDING
9275,2013-09-21 00:00:00.0,PENDING
45127,2014-04-30 00:00:00.0,PROCESSING
32818,2014-02-12 00:00:00.0,PENDING_PAYMENT
67923,2013-12-19 00:00:00.0,CLOSED
22942,2013-12-13 00:00:00.0,PENDING_PAYMENT
22902,2013-12-12 00:00:00.0,PENDING_PAYMENT
20238,2013-11-28 00:00:00.0,SUSPECTED_FRAUD
13875,2013-10-19 00:00:00.0,PENDING_PAYMENT
58046,2013-08-04 00:00:00.0,PENDING_PAYMENT
52616,2014-06-19 00:00:00.0,COMPLETE
43726,2014-04-22 00:00:00.0,COMPLETE
42130,2014-04-10 00:00:00.0,COMPLETE
41952,2014-04-09 00:00:00.0,PENDING_PAYMENT
31058,2014-02-02 00:00:00.0,PENDING_PAYMENT
68638,2014-07-07 00:00:00.0,COMPLETE
66785,2014-07-01 00:00:00.0,SUSPECTED_FRAUD
51869,2014-06-15 00:00:00.0,CLOSED
45046,2014-04-29 00:00:00.0,PENDING_PAYMENT
42240,2014-04-11 00:00:00.0,PENDING_PAYMENT
35552,2014-03-01 00:00:00.0,CLOSED
31003,2014-02-01 00:00:00.0,PENDING_PAYMENT
53090,2014-06-24 00:00:00.0,PENDING_PAYMENT
51026,2014-06-09 00:00:00.0,PENDING_PAYMENT
45877,2014-05-06 00:00:00.0,CLOSED
41806,2014-04-09 00:00:00.0,PENDING_PAYMENT
23009,2013-12-14 00:00:00.0,PENDING
17928,2013-11-13 00:00:00.0,PROCESSING
14757,2013-10-26 00:00:00.0,CLOSED
9299,2013-09-21 00:00:00.0,COMPLETE
4801,2013-08-23 00:00:00.0,CANCELED
23573,2013-12-18 00:00:00.0,COMPLETE
19125,2013-11-21 00:00:00.0,PENDING
3592,2013-08-15 00:00:00.0,PROCESSING
41756,2014-04-08 00:00:00.0,PENDING_PAYMENT
64260,2014-03-31 00:00:00.0,CLOSED
24746,2013-12-25 00:00:00.0,PENDING_PAYMENT
21320,2013-12-03 00:00:00.0,CLOSED
17497,2013-11-11 00:00:00.0,PROCESSING
11203,2013-10-02 00:00:00.0,COMPLETE
66816,2014-07-02 00:00:00.0,COMPLETE
49472,2014-05-29 00:00:00.0,PENDING_PAYMENT
38491,2014-03-19 00:00:00.0,PENDING_PAYMENT
25215,2013-12-28 00:00:00.0,PENDING_PAYMENT
59631,2013-10-06 00:00:00.0,PENDING
9608,2013-09-23 00:00:00.0,PENDING_PAYMENT
58317,2013-08-16 00:00:00.0,PENDING_PAYMENT
56667,2014-07-18 00:00:00.0,CANCELED
44575,2014-04-27 00:00:00.0,PENDING_PAYMENT
23096,2013-12-15 00:00:00.0,COMPLETE
22005,2013-12-07 00:00:00.0,CLOSED
20154,2013-11-27 00:00:00.0,SUSPECTED_FRAUD
4172,2013-08-18 00:00:00.0,COMPLETE
55343,2014-07-10 00:00:00.0,PENDING_PAYMENT
66340,2014-06-15 00:00:00.0,COMPLETE
65368,2014-05-10 00:00:00.0,PENDING
35278,2014-02-27 00:00:00.0,PROCESSING
25090,2013-12-27 00:00:00.0,COMPLETE
67669,2013-10-01 00:00:00.0,CLOSED
48004,2014-05-18 00:00:00.0,CLOSED
43703,2014-04-21 00:00:00.0,PENDING_PAYMENT
41022,2014-04-03 00:00:00.0,COMPLETE
62815,2014-02-02 00:00:00.0,COMPLETE
5089,2013-08-24 00:00:00.0,PROCESSING
31688,2014-02-06 00:00:00.0,ON_HOLD
25781,2013-12-31 00:00:00.0,PENDING_PAYMENT
21532,2013-12-04 00:00:00.0,PROCESSING
14063,2013-10-21 00:00:00.0,ON_HOLD
9435,2013-09-22 00:00:00.0,PENDING_PAYMENT
57110,2014-07-20 00:00:00.0,COMPLETE
46534,2014-05-09 00:00:00.0,COMPLETE
41269,2014-04-04 00:00:00.0,PENDING
33477,2014-02-16 00:00:00.0,PENDING_PAYMENT
4693,2013-08-22 00:00:00.0,PROCESSING
3050,2013-08-11 00:00:00.0,PENDING
1521,2013-08-01 00:00:00.0,COMPLETE
31849,2014-02-07 00:00:00.0,PENDING
18660,2013-11-18 00:00:00.0,CLOSED
16088,2013-11-04 00:00:00.0,PENDING
57017,2014-07-20 00:00:00.0,COMPLETE
54378,2014-07-03 00:00:00.0,PROCESSING
48858,2014-05-24 00:00:00.0,COMPLETE
42980,2014-04-17 00:00:00.0,COMPLETE
28275,2014-01-15 00:00:00.0,PROCESSING
28067,2014-01-14 00:00:00.0,PENDING_PAYMENT
51439,2014-06-13 00:00:00.0,COMPLETE
47622,2014-05-16 00:00:00.0,COMPLETE
43630,2014-04-21 00:00:00.0,ON_HOLD
42200,2014-04-10 00:00:00.0,PENDING_PAYMENT
39071,2014-03-23 00:00:00.0,PENDING_PAYMENT
32560,2014-02-11 00:00:00.0,COMPLETE
23409,2013-12-17 00:00:00.0,COMPLETE
46374,2014-05-09 00:00:00.0,COMPLETE
44705,2014-04-27 00:00:00.0,PAYMENT_REVIEW
31532,2014-02-05 00:00:00.0,ON_HOLD
29343,2014-01-22 00:00:00.0,PENDING_PAYMENT
22428,2013-12-09 00:00:00.0,PENDING_PAYMENT
21781,2013-12-06 00:00:00.0,PENDING
67256,2014-07-19 00:00:00.0,COMPLETE
42853,2014-04-16 00:00:00.0,COMPLETE
59931,2013-10-17 00:00:00.0,COMPLETE
5685,2013-08-29 00:00:00.0,PROCESSING
57732,2014-07-24 00:00:00.0,PENDING_PAYMENT
56434,2014-07-17 00:00:00.0,CANCELED
54412,2014-07-03 00:00:00.0,COMPLETE
65972,2014-06-03 00:00:00.0,PENDING_PAYMENT
39540,2014-03-26 00:00:00.0,SUSPECTED_FRAUD
53083,2014-06-24 00:00:00.0,CLOSED
68577,2014-06-21 00:00:00.0,PENDING
51021,2014-06-09 00:00:00.0,PENDING_PAYMENT
41954,2014-04-09 00:00:00.0,CLOSED
68212,2014-03-06 00:00:00.0,COMPLETE
27017,2014-01-09 00:00:00.0,PENDING_PAYMENT
12660,2013-10-11 00:00:00.0,PENDING_PAYMENT
10046,2013-09-25 00:00:00.0,PENDING
67424,2013-07-27 00:00:00.0,COMPLETE
67271,2014-07-20 00:00:00.0,COMPLETE
64133,2014-03-25 00:00:00.0,COMPLETE
32755,2014-02-12 00:00:00.0,PENDING
33832,2014-02-18 00:00:00.0,PENDING
29037,2014-01-20 00:00:00.0,PENDING_PAYMENT
67928,2013-12-20 00:00:00.0,COMPLETE
19500,2013-11-23 00:00:00.0,COMPLETE
15970,2013-11-03 00:00:00.0,PROCESSING
7293,2013-09-08 00:00:00.0,PENDING_PAYMENT
67459,2013-08-04 00:00:00.0,PENDING_PAYMENT
39931,2014-03-29 00:00:00.0,CANCELED
35038,2014-02-25 00:00:00.0,ON_HOLD
25298,2013-12-28 00:00:00.0,CLOSED
18669,2013-11-18 00:00:00.0,PENDING_PAYMENT
8687,2013-09-18 00:00:00.0,PENDING_PAYMENT
44625,2014-04-27 00:00:00.0,CANCELED
37476,2014-03-12 00:00:00.0,COMPLETE
16129,2013-11-04 00:00:00.0,PENDING_PAYMENT
58940,2013-09-08 00:00:00.0,CLOSED
52715,2014-06-20 00:00:00.0,SUSPECTED_FRAUD
37063,2014-03-10 00:00:00.0,CLOSED
12505,2013-10-09 00:00:00.0,COMPLETE
34503,2014-02-22 00:00:00.0,PENDING_PAYMENT
62975,2014-02-08 00:00:00.0,COMPLETE
8108,2013-09-13 00:00:00.0,COMPLETE
58592,2013-08-26 00:00:00.0,PENDING
56044,2014-07-14 00:00:00.0,COMPLETE
42514,2014-04-12 00:00:00.0,ON_HOLD
41423,2014-04-05 00:00:00.0,COMPLETE
36885,2014-03-08 00:00:00.0,COMPLETE
36739,2014-03-07 00:00:00.0,COMPLETE
35808,2014-03-02 00:00:00.0,PENDING
59375,2013-09-27 00:00:00.0,PROCESSING
1297,2013-08-01 00:00:00.0,COMPLETE
57246,2014-07-21 00:00:00.0,PENDING_PAYMENT
44733,2014-04-27 00:00:00.0,PROCESSING
28780,2014-01-19 00:00:00.0,PENDING_PAYMENT
21628,2013-12-05 00:00:00.0,PENDING_PAYMENT
20283,2013-11-28 00:00:00.0,PENDING_PAYMENT
19047,2013-11-20 00:00:00.0,CANCELED
16176,2013-11-04 00:00:00.0,COMPLETE
60257,2013-10-31 00:00:00.0,PENDING_PAYMENT
10429,2013-09-27 00:00:00.0,SUSPECTED_FRAUD
2465,2013-08-07 00:00:00.0,CLOSED
53868,2014-06-30 00:00:00.0,CLOSED
44857,2014-04-29 00:00:00.0,PENDING
64770,2014-04-19 00:00:00.0,COMPLETE
17737,2013-11-12 00:00:00.0,PROCESSING
12049,2013-10-06 00:00:00.0,COMPLETE
58610,2013-08-26 00:00:00.0,ON_HOLD
4391,2013-08-20 00:00:00.0,PENDING
52907,2014-06-23 00:00:00.0,COMPLETE
48956,2014-05-25 00:00:00.0,COMPLETE
64705,2014-04-16 00:00:00.0,COMPLETE
63805,2014-03-13 00:00:00.0,PENDING_PAYMENT
62427,2014-01-21 00:00:00.0,PENDING
6352,2013-09-03 00:00:00.0,PENDING
65533,2014-05-16 00:00:00.0,COMPLETE
33306,2014-02-15 00:00:00.0,PENDING_PAYMENT
62218,2014-01-12 00:00:00.0,PENDING_PAYMENT
12966,2013-10-13 00:00:00.0,COMPLETE
12674,2013-10-11 00:00:00.0,ON_HOLD
8858,2013-09-18 00:00:00.0,CLOSED
1581,2013-08-02 00:00:00.0,PENDING_PAYMENT
66713,2014-06-29 00:00:00.0,COMPLETE
47930,2014-05-17 00:00:00.0,CLOSED
39168,2014-03-23 00:00:00.0,CLOSED
37453,2014-03-12 00:00:00.0,PENDING_PAYMENT
35479,2014-02-28 00:00:00.0,CLOSED
24502,2013-12-24 00:00:00.0,ON_HOLD
23049,2013-12-14 00:00:00.0,PROCESSING
18489,2013-11-16 00:00:00.0,COMPLETE
53504,2014-06-27 00:00:00.0,COMPLETE
46776,2014-05-11 00:00:00.0,ON_HOLD
45499,2014-05-03 00:00:00.0,COMPLETE
29583,2014-01-23 00:00:00.0,PENDING_PAYMENT
20538,2013-11-29 00:00:00.0,PENDING_PAYMENT
17109,2013-11-08 00:00:00.0,PENDING_PAYMENT
38377,2014-03-18 00:00:00.0,CLOSED
35781,2014-03-01 00:00:00.0,COMPLETE
35109,2014-02-26 00:00:00.0,PENDING_PAYMENT
67916,2013-12-17 00:00:00.0,CLOSED
53545,2014-06-27 00:00:00.0,PENDING
23908,2013-12-20 00:00:00.0,COMPLETE
59911,2013-10-17 00:00:00.0,PROCESSING
11397,2013-10-03 00:00:00.0,COMPLETE
1,2013-07-25 00:00:00.0,CLOSED
53216,2014-06-25 00:00:00.0,COMPLETE
46441,2014-05-09 00:00:00.0,COMPLETE
63159,2014-02-14 00:00:00.0,ON_HOLD
5184,2013-08-25 00:00:00.0,PENDING
4149,2013-08-18 00:00:00.0,PROCESSING
56901,2014-07-19 00:00:00.0,COMPLETE
50786,2014-06-08 00:00:00.0,PENDING_PAYMENT
45296,2014-05-02 00:00:00.0,COMPLETE
11152,2013-10-02 00:00:00.0,ON_HOLD
13452,2013-10-15 00:00:00.0,COMPLETE
7157,2013-09-07 00:00:00.0,PENDING_PAYMENT
3479,2013-08-14 00:00:00.0,PENDING_PAYMENT
65029,2014-04-27 00:00:00.0,COMPLETE
42661,2014-04-14 00:00:00.0,CLOSED
36356,2014-03-05 00:00:00.0,PENDING_PAYMENT
28405,2014-01-16 00:00:00.0,PENDING
60401,2013-11-05 00:00:00.0,COMPLETE
60326,2013-11-03 00:00:00.0,COMPLETE
39627,2014-03-26 00:00:00.0,CLOSED
26969,2014-01-08 00:00:00.0,COMPLETE
45083,2014-04-30 00:00:00.0,PENDING_PAYMENT
42288,2014-04-11 00:00:00.0,COMPLETE
32660,2014-02-11 00:00:00.0,PENDING
23381,2013-12-17 00:00:00.0,CLOSED
9711,2013-09-24 00:00:00.0,PROCESSING
31538,2014-02-05 00:00:00.0,PENDING
62306,2014-01-16 00:00:00.0,PENDING
13172,2013-10-13 00:00:00.0,PENDING
8799,2013-09-18 00:00:00.0,COMPLETE
58347,2013-08-17 00:00:00.0,COMPLETE
47467,2014-05-15 00:00:00.0,CLOSED
43968,2014-04-23 00:00:00.0,ON_HOLD
64794,2014-04-19 00:00:00.0,COMPLETE
39505,2014-03-26 00:00:00.0,PENDING_PAYMENT
22848,2013-12-12 00:00:00.0,COMPLETE
60731,2013-11-19 00:00:00.0,PENDING_PAYMENT
51997,2014-06-16 00:00:00.0,COMPLETE
19488,2013-11-23 00:00:00.0,PENDING_PAYMENT
58873,2013-09-06 00:00:00.0,PENDING_PAYMENT
67288,2014-07-20 00:00:00.0,PENDING
33248,2014-02-15 00:00:00.0,PROCESSING
33038,2014-02-14 00:00:00.0,PROCESSING
26739,2014-01-06 00:00:00.0,COMPLETE
61103,2013-12-01 00:00:00.0,PENDING_PAYMENT
18932,2013-11-19 00:00:00.0,PROCESSING
15435,2013-10-31 00:00:00.0,COMPLETE
4785,2013-08-23 00:00:00.0,PENDING_PAYMENT
94,2013-07-25 00:00:00.0,PROCESSING
45562,2014-05-03 00:00:00.0,CLOSED
44415,2014-04-26 00:00:00.0,COMPLETE
32195,2014-02-09 00:00:00.0,CLOSED
24869,2013-12-26 00:00:00.0,PENDING_PAYMENT
21119,2013-12-01 00:00:00.0,PAYMENT_REVIEW
5585,2013-08-28 00:00:00.0,COMPLETE
35373,2014-02-28 00:00:00.0,COMPLETE
18266,2013-11-14 00:00:00.0,COMPLETE
9437,2013-09-22 00:00:00.0,COMPLETE
2362,2013-08-06 00:00:00.0,COMPLETE
52402,2014-06-18 00:00:00.0,COMPLETE
46030,2014-05-06 00:00:00.0,PENDING_PAYMENT
35577,2014-03-01 00:00:00.0,PROCESSING
21630,2013-12-05 00:00:00.0,PROCESSING
20666,2013-11-29 00:00:00.0,COMPLETE
19796,2013-11-24 00:00:00.0,PENDING
19064,2013-11-20 00:00:00.0,CANCELED
16273,2013-11-04 00:00:00.0,PROCESSING
38,2013-07-25 00:00:00.0,PROCESSING
54639,2014-07-05 00:00:00.0,PENDING_PAYMENT
53328,2014-06-25 00:00:00.0,COMPLETE
28406,2014-01-16 00:00:00.0,PENDING_PAYMENT
18766,2013-11-18 00:00:00.0,COMPLETE
58197,2013-08-11 00:00:00.0,COMPLETE
51751,2014-06-14 00:00:00.0,PENDING
65948,2014-06-03 00:00:00.0,SUSPECTED_FRAUD
46011,2014-05-06 00:00:00.0,COMPLETE
42653,2014-04-14 00:00:00.0,ON_HOLD
38515,2014-03-19 00:00:00.0,SUSPECTED_FRAUD
36361,2014-03-05 00:00:00.0,PENDING
20972,2013-12-01 00:00:00.0,CLOSED
12046,2013-10-06 00:00:00.0,SUSPECTED_FRAUD
9612,2013-09-23 00:00:00.0,PENDING_PAYMENT
68361,2014-04-18 00:00:00.0,COMPLETE
24999,2013-12-26 00:00:00.0,PENDING_PAYMENT
16513,2013-11-05 00:00:00.0,CLOSED
5768,2013-08-29 00:00:00.0,PENDING
3710,2013-08-15 00:00:00.0,CLOSED
62959,2014-02-08 00:00:00.0,PENDING_PAYMENT
29315,2014-01-22 00:00:00.0,CLOSED
14838,2013-10-27 00:00:00.0,PENDING
12283,2013-10-08 00:00:00.0,PROCESSING
57449,2014-07-22 00:00:00.0,COMPLETE
43880,2014-04-23 00:00:00.0,COMPLETE
42077,2014-04-10 00:00:00.0,COMPLETE
28665,2014-01-18 00:00:00.0,ON_HOLD
39502,2014-03-26 00:00:00.0,PENDING_PAYMENT
56572,2014-07-18 00:00:00.0,CLOSED
41107,2014-04-04 00:00:00.0,PENDING_PAYMENT
18815,2013-11-19 00:00:00.0,PENDING_PAYMENT
16496,2013-11-05 00:00:00.0,PENDING
13811,2013-10-19 00:00:00.0,ON_HOLD
10639,2013-09-28 00:00:00.0,COMPLETE
2340,2013-08-06 00:00:00.0,COMPLETE
51239,2014-06-11 00:00:00.0,PAYMENT_REVIEW
